,x1,x2,y
0,-0.07741354010048114,0.8526022642742742,1
1,0.43186959584803564,-0.8721450395952108,0
2,0.0791650232297965,0.8406610985900007,1
3,-0.6309210111612984,0.3962870667686345,1
4,-0.2730997935130471,-1.0550613480012183,0
5,0.5604104471009617,-0.8190414370222117,0
6,0.3004087976617288,0.8079473897165841,1
7,-1.0261938302260256,0.13308866533181474,0
8,0.4091552034712278,-0.6466206733874961,1
9,-0.5789374453814257,-0.5519931350964947,1
10,0.0888395769305724,-0.7843792073249563,1
11,1.080494749012003,-0.16472192063765093,0
12,0.7962121607870634,-0.02157918339886552,1
13,-0.7532564331571908,0.6703358422159841,0
14,0.40141941775664425,-0.8606648574672267,0
15,-1.0636396319918027,-0.08261108846863893,0
16,0.9710542923066877,0.47080187625962666,0
17,0.626361607231825,0.5519058598744595,1
18,-0.7445449487511133,0.18696386145275526,1
19,0.40696388893713226,0.8766575006109321,0
20,0.31794402855652715,0.859893671248697,0
21,-0.1898653509665631,-1.0717757487698636,0
22,-0.3202672016902491,-0.7844086483710517,1
23,0.8968452276953454,0.4787300070077977,0
24,-0.36046501864376645,-0.9207094997685114,0
25,0.6356461043384776,0.6408810826093382,0
26,0.8084699256793517,-0.08869138933900053,1
27,-0.7951152903937214,-0.5532836679853903,0
28,0.7199567961664728,-0.2738173083340888,1
29,0.12140435143701774,0.8495279898669722,1
30,0.9118008838625482,-0.37756928760653596,0
31,-0.44948709494658645,-0.570050133636004,1
32,-0.7700083908290154,-0.059502213544874796,1
33,-0.8877018168141075,0.5984764020054902,0
34,-0.5447765259681663,0.8126721057496734,0
35,-0.8316329017661598,-0.5422551600979646,0
36,-0.6503363845690113,-0.705742401663002,0
37,0.6069141097912204,0.4548938011250128,1
38,-1.0830096306909436,-0.23034322253465606,0
39,-0.7319731165571921,0.19316440601237517,1
40,-0.7613526847776642,0.12103924660690145,1
41,-0.8049481348311842,-0.08128199285273643,1
42,-0.12265116055782553,0.7840868613107812,1
43,1.0744659641094092,0.16660780753725718,0
44,-1.0114706073458262,0.16931989027597857,0
45,-0.8069397950079611,0.1556306983033859,1
46,-0.4960982618997698,-0.645917202812517,1
47,0.7184671617418774,0.30807194241064345,1
48,0.7236422746785705,0.6171955813332348,0
49,-0.5661013772610965,0.632045358570448,1
50,0.9536654502187296,0.02009226323640331,0
51,0.5871601137408878,-0.4609065998148644,1
52,0.721794178686898,-0.4651693499602019,1
53,0.4549119066955703,0.6985780933306709,1
54,0.7671668821915931,-0.3362450027624575,1
55,0.3317793187980556,-0.9400339647295318,0
56,-0.9011159212798872,0.5621464331182506,0
57,0.28401208795005733,0.6932771146177917,1
58,-0.6603581379949879,0.3263879877539347,1
59,-0.10968082699456268,0.7649592278661912,1
60,0.7773317347484254,0.2650043993946351,1
61,0.8745038500072663,0.12988953555444457,1
62,-0.4439250722756033,-0.9506737773219158,0
63,0.7319922272374161,0.3968527668457753,1
64,0.03410238800585104,-0.9442355438322401,0
65,-0.5223324011372513,-0.6828318272428655,1
66,-0.054522361903054366,0.9994039464187543,0
67,0.5028092966183004,0.5563752424309365,1
68,-0.8694271995170119,-0.44867775537110877,0
69,-0.6171014469217154,-0.5509321453001258,1
70,0.5089730746520877,-0.5454438193906219,1
71,0.7249283473681969,0.7006664740225291,0
72,-0.059027800259711126,-1.0170510178678462,0
73,0.6812258216700255,-0.6611918099556756,0
74,-0.18367368086836003,1.0654344842202026,0
75,-0.15909359830865585,-0.9797658173339714,0
76,0.7402424362164618,-0.17180462826745976,1
77,0.9600379077249848,0.19783285733385486,0
78,-0.8800540192211886,-0.5619965477159964,0
79,0.03776895081399475,1.0257072749807132,0
80,0.48029580554528084,0.7136337720872408,1
81,-0.8967131729418379,0.3071546092383332,0
82,-0.1525801528986335,-0.7842824721285573,1
83,-0.27811291837002144,-0.9559257485494944,0
84,0.14253938364700589,0.9522005285172858,0
85,0.18570960417297508,0.8418534250588905,1
86,0.7151470189308047,-0.24398812342256765,1
87,-0.6196059156449047,-0.7078713408119253,1
88,-0.23979509488564865,0.7314694238466857,1
89,0.5515505992168868,-0.6264469755482982,1
90,-0.2951762596323614,-0.7843548850163271,1
91,0.7007139045129689,0.7011558308758735,0
92,0.8143304844780517,0.5330211842459687,0
93,-0.7447917523579071,-0.6094050795827235,0
94,0.8103015960430913,-0.12123591990079433,1
95,0.5099950494821461,0.5186388225992506,1
96,-0.2870021175465268,0.9791665175938378,0
97,0.5739986856261373,-0.6230982162925153,1
98,-0.671915980525243,-0.5002361334950406,1
99,0.3383706403177188,-0.9643146221167872,0
100,-0.16588050304861393,-0.889909548004252,1
101,-0.11004508544527074,0.9902817132194479,0
102,-1.0875328403424038,-0.1539016084355602,0
103,0.6146396056042651,-0.4671784644669452,1
104,0.8530256233789245,-0.3878186890361209,0
105,-0.05510017773152806,0.8437473380147191,1
106,-0.04895928884009156,-0.8065596650368714,1
107,0.19636794236101743,-1.0804179005905423,0
108,-0.5429452548891525,-0.8040129327137998,0
109,0.9101799637681006,0.2617514245553747,0
110,-0.8062304964822292,-0.07290262335447699,1
111,0.14639116651173206,0.7255519435922918,1
112,0.7482129023283282,-0.7429900198021718,0
113,0.33156866006276625,0.9460496066559281,0
114,0.5390187715055961,0.5710547735524846,1
115,-0.6475591191764913,0.667680205822068,0
116,0.36319893991364355,0.9135746185292632,0
117,-0.6816169976800933,-0.4134684620534588,1
118,0.7383986261033012,0.5457409222289874,1
119,-0.4122292858714025,0.8424995301116136,0
120,-0.6493656376424938,-0.43934839049192465,1
121,0.7539614917323498,0.33708989734211725,1
122,-0.6703771910534405,0.4063324834311862,1
123,0.2001227651775075,0.9789483619010368,0
124,-0.6968298943615014,-0.6580347672683446,0
125,1.058302607750394,-0.10993927063163486,0
126,0.0885783509178516,0.9937645388006893,0
127,-0.5158946584499973,0.5059924008881769,1
128,-0.8881374653897406,0.5685249819210472,0
129,-0.8529503708400872,0.060387787117787584,1
130,-0.83302401552265,-0.05728114672547915,1
131,-0.8483171203687414,0.375761387877899,0
132,0.7358825684314203,0.12831757313046835,1
133,-0.014367946576853101,0.7008307625504937,1
134,-0.4277485474157452,-0.601230945276528,1
135,-0.08102955029927636,-0.7815899542129561,1
136,-0.41305539307116906,1.0158678965226913,0
137,-0.7630302018897338,0.2329608986911023,1
138,-0.5600458736736782,0.5615631494941099,1
139,-0.09403780563858244,1.0059307482410929,0
140,0.7044756738267949,0.8280902770357301,0
141,-0.5444199819147021,-0.8580107804196301,0
142,-0.8737935917786417,0.28210058375294017,0
143,-0.5574258949842388,0.7769660773022693,0
144,0.8863315020610789,-0.5562116163566712,0
145,0.5840711589310772,0.8072552150883241,0
146,-0.6999260344697652,-0.2467089311231956,1
147,0.7245515160594388,-0.6514028552124401,0
148,-0.49426957440513575,0.7095760691672596,1
149,0.1913762783305163,-0.9460592971890658,0
150,0.7632101503999836,-0.10006047905406042,1
151,0.9245026274119481,-0.34560325781259216,0
152,-0.7969075194496287,-0.17006576290452707,1
153,0.7821845918647172,0.19483031581184584,1
154,0.3352152267133064,-0.7414675416972772,1
155,-0.6880051251847866,0.7374969592003158,0
156,-0.9245066561215455,0.5786370663880319,0
157,0.4719460564854733,0.6979547408897498,1
158,0.4672799274460454,0.6789275397712966,1
159,-0.9834602442832288,-0.3712796993787834,0
160,0.32478678950125056,0.6554236251922511,1
161,0.00888483512102222,-1.0126455068604463,0
162,0.23802817095100606,-0.7197442395161718,1
163,-0.3362105939823178,-0.6567259349160199,1
164,0.2514114995043581,-1.0396553011110727,0
165,-0.3922346586820195,0.7410660379641774,1
166,0.8977447804606038,-0.16972766794487693,0
167,0.8458164578883207,-0.21766826124602812,1
168,-0.10478862765566993,-0.8577109169353377,1
169,-0.6617252864664322,0.7589430308632463,0
170,0.1375830511818296,-0.7474314653789215,1
171,0.24751440548541204,0.9133538765959054,1
172,-0.2304878864871185,0.7512926108735334,1
173,-0.14914559440088013,0.7451988133787186,1
174,-0.610103670306173,-0.8868599503144751,0
175,-0.6743609390654223,0.40088632588533224,1
176,0.6831929654880101,-0.8058458626534903,0
177,-0.5984428624176977,-0.8650099073149162,0
178,0.2138426831817526,-0.7379593884127978,1
179,-1.030425508336548,-0.27585252276886685,0
180,0.09043718696302838,0.8451697345649877,1
181,-0.7961930380383725,0.5763258481746243,0
182,-0.8037452729301995,-0.6511243390720587,0
183,0.9538006820566711,-0.35872132150288205,0
184,-0.7775507913959431,0.06751113106441986,1
185,1.0899370601927612,-0.0761425791370066,0
186,0.7687613832407935,0.1306891689870059,1
187,0.25267252975197046,-0.7300431272632929,1
188,0.5944317490123123,-0.35976060898864387,1
189,-0.9530295325519301,-0.23790416246605,0
190,0.4395586430158034,-0.9025206409724399,0
191,-0.7910069221590966,-0.3132771678897079,1
192,-0.7381087923831352,-0.24381185922090812,1
193,0.8193625255067637,0.49679418710534656,0
194,-0.5964205481223424,-0.8460793875857786,0
195,-0.6709689527642229,-0.5682035736104339,1
196,-0.24613473274890718,0.9403473909842838,0
197,-0.6766603459184211,0.5030147236371318,1
198,-0.44231394468413654,-0.8874375180587998,0
199,-0.034572326600527295,0.980810480752135,0
200,0.2279286298280583,-0.7636523244909551,1
201,0.7418965753353884,0.7297633478253072,0
202,0.4429588653623417,-0.7520505459397795,1
203,-0.6568546409394562,0.41726613527411416,1
204,-0.9897722185010881,0.03968897642119412,0
205,-0.39860382812444417,0.7720575553632434,1
206,-0.704443750450212,0.23087720854612487,1
207,0.462633779737691,-0.6926812502436912,1
208,0.7839187090683596,-0.13160683300429835,1
209,1.0199436553265013,-0.06015893558531435,0
210,0.05884382027143949,-0.8519028917826323,1
211,1.0286041047518437,0.086558245329653,0
212,-0.28686069668016806,0.7436400953873272,1
213,-0.5821806461888451,0.7939250176915055,0
214,0.9818662106011999,0.2605578287618774,0
215,-0.6157805483067117,0.5746915659286183,1
216,0.5994452368098174,-0.7260617102227802,0
217,0.08259223829876242,-0.7473541115352517,1
218,-1.008929386090964,-0.029194514796132942,0
219,-0.024329113084891236,-0.9183593587239871,0
220,-0.9825568175408184,0.4080130695740516,0
221,0.21936858842963536,0.8010389339800904,1
222,0.872636968835235,0.035279806630329466,1
223,0.3608007189820469,-0.7017065503355743,1
224,0.8174452346190941,0.27057860729222954,1
225,-0.37567842639284355,0.8885693653816218,0
226,-0.10032117388549407,0.735779359198174,1
227,-1.0253238746470583,-0.03091381828955557,0
228,-0.7072274408443612,-0.6708099512163248,0
229,-0.44021779942136774,0.7425196034828154,1
230,-0.19861157777290342,-0.7092934025027973,1
231,-0.9453934770801731,-0.539754613167001,0
232,0.9036733070848978,-0.24326523562937358,0
233,-0.5656518962802274,-0.5488151884705051,1
234,0.8727126292048725,0.555894209334858,0
235,0.7180591531772549,0.32248647978516193,1
236,0.22208188242161683,1.019908035973951,0
237,0.8226849417441481,-0.5338522184523184,0
238,0.7064092982027709,0.5443117798859505,1
239,-0.9112676491718347,-0.33515462157295006,0
240,-0.6708673441066314,0.6519449459902126,0
241,0.6223370853567038,0.4190319308988941,1
242,0.8048067587928476,0.12978639337695164,1
243,-0.4467623325013111,-0.8097345604144531,0
244,0.5421291892434119,-0.9200346497945975,0
245,0.5506158463600601,0.7484135260042524,0
246,0.46281699299132834,-0.908954406747435,0
247,-0.7667943075041028,-0.22607534172289523,1
248,-0.20562559232708028,0.8367496291213123,1
249,0.8779063695690917,0.39143248627470656,0
250,0.6866962595282707,-0.473894324796338,1
251,-0.35741065618729834,-0.9267853741232455,0
252,0.6738095965307618,0.03758087987142861,1
253,-0.07920861868029681,-0.8003247193664546,1
254,0.7465937864555705,-0.6290895413454467,0
255,0.736261373063775,-0.33311845290002484,1
256,-0.7034991409972432,-0.09917238249450011,1
257,0.5015884615744236,0.8074435855066665,0
258,-0.24078763898622443,0.7283319068467422,1
259,-0.839679753994932,0.5166716854798954,0
260,0.804853065705079,0.5346605950643891,0
261,-0.1950686629169556,-0.9688657304445943,0
262,0.5096335365916603,0.9843848638039953,0
263,-1.1238844359412483,-0.09619976354332849,0
264,-0.17409383646325627,0.9889690339948586,0
265,1.0162418113604204,0.2016787946354978,0
266,-0.480493565747566,0.8193024450424298,0
267,0.7570840508828246,-0.3365918098455928,1
268,0.316639188020544,0.9346164886985018,0
269,0.29375987944483917,-0.861236092175956,0
270,0.13422330839067323,-1.0320070862175612,0
271,0.5392088694103266,-0.6672396320380833,1
272,-0.5906064583134268,0.22228326238092608,1
273,0.053686713508988675,-0.8097138340511362,1
274,-0.687651968284663,0.4634437013689382,1
275,0.8993519843398158,-0.014249325114288107,0
276,0.6245390356309616,0.7952735571062007,0
277,1.020119134586433,0.2579942843936575,0
278,0.9784816282655318,-0.36151995753715616,0
279,-0.9592417403500878,-0.4808454695446725,0
280,-0.6231091124644694,-0.4661872148977348,1
281,-0.7295084513017172,0.2902855101590875,1
282,-0.9538703434113022,0.2663089074750772,0
283,-0.4769285544810055,0.8097326548427143,0
284,0.8646349591437354,0.17821140201488783,1
285,-0.34204923119576913,-0.6471463363126161,1
286,-0.33829108155263965,-0.7449694409118409,1
287,0.37965628826416264,-0.6933507029510163,1
288,0.30108182330009203,0.8256406611710078,1
289,0.6093059818223034,-0.5781438452825809,1
290,-0.8243452062051548,-0.3479436720685478,1
291,-1.000608252712913,0.15887833884108388,0
292,0.6181640449473795,-0.7738378713965187,0
293,0.9701529221103344,-0.34210418416507915,0
294,0.7569547972033062,-0.5504119157147844,0
295,-0.5089125421102493,0.6568429755150733,1
296,-0.2564246270775166,-0.798938887872223,1
297,-1.0204988573533522,0.15267140950949748,0
298,-0.7691086348627446,-0.2765178658381552,1
299,-0.061145412565262895,0.9298264080659127,0
300,-0.5242373850862546,-0.6091036148461817,1
301,-0.8508922630636758,-0.5214512721012066,0
302,0.5540839520797971,0.4871108447794652,1
303,-1.0079642422777233,0.1692031805153818,0
304,-0.34669891029610855,0.9057751478352405,0
305,-0.8795577408675513,0.18864211550454554,0
306,0.9108303770822261,0.17151744033688004,0
